id,Country,City,Line,Phase,Start year,End year,RR?,Length,TunnelPer,Tunnel,Elevated,Atgrade,Stations,Platform Length (Meters),Max Speed (km/hr),Track Gauge (mm),Overhead?,Source1,Cost,Currency,Year,PPP rate,Real cost,Cost/km (Millions),Cheap?,Clength,Ctunnel,Anglo?,Inflation Index,Real cost (2023 $),Cost/km (2023 $),Source2,Reference,TrainType
895,CN,Shanghai,Line 19,,2016,2027,0,44.5,1,44.5,0,0,32,,80,1435,1,Plan,60524,CNY,2022,0.2486408669,15048.73983,338.1739287,0,0,0,0,1.015482418,15281.73071,343.4096789,Plan,https://www.ndrc.gov.cn/fggz/zcssfz/zcgh/201812/t20181219_1145778.html; http://shanghai.metrofans.cn/thread-443669-1-1.html,MRT
896,CN,Beijing,Line 22,,2019,2022,0,78.6,0.6170483461,48.5,30.1,0,20,,100,1435,0,Plan,63930,CNY,2021,0.238814981,15267.44173,194.2422612,0,0,0,0,1.007292077,15378.77309,195.6586907,Plan,http://www.tzxm.gov.cn/flfg/law/201912/t20191220_12825.html,MRT
897,CN,Ningbo,2013-2020 Program,,2013,2020,0,100.1,0.9,90.09,5.1,4.91,55,117,80,1435,1,,64040,CNY,2017,0.239016533,15306.61877,152.9132745,0,0,0,0,1.11351964,17044.22062,170.2719343,,http://www.cnnb.com.cn/dwhzlm/system/2013/11/15/007905106.shtml,MRT
898,BD,Dhaka,Line 1,,2020,2026,0,31.2,0.6378205128,19.9,11.3,0,19,,100,1435,1,Media,525610,BDT,2023,0.03187386825,16753.22389,536.9623042,0,0,0,0,1,16753.22389,536.9623042,Media,https://bdnews24.com/economy/2019/10/15/govt-approves-two-more-metro-rail-projects-worth-tk-938bn,MRT
899,SA,Jeddah,Jeddah Metro,,2014,2025,0,161.1,0.1241464929,20,0,141.1,81,,80,1435,0,Trade,45000,SAR,2020,0.6174230614,27784.03776,172.4645423,0,0,0,0,1.054614889,29301.4599,181.8836741,Plan,http://www.metrojeddah.com.sa/page/Metro,MRT
900,UK,London,Crossrail,,2009,2021,1,21,1,21,0,0,8,,100,1435,0,Measured,13328,GBP,2015,1.443936981,19244.79208,916.4186705,0,0,0,1,1.151588005,22162.07171,1055.336748,FOI,,MRT
901,TH,Bangkok,Orange Line,,2017,2025,0,35.9,0.7520891365,27,8.9,0,28,,80,1435,0,Plan,235320,THB,2021,0.08350801739,19651.10665,547.3845864,0,0,0,0,1.007292077,19794.40403,551.3761569,Plan,https://www.mrta.co.th/en/projectelectrictrain/bangkok-and-vicinities/orangeline/,MRT
902,PH,Manila,Line 9,,2019,2025,0,28.3,1,28.3,0,0,13,,60,1435,0,Media,356960,PHP,2022,0.05316721279,18978.56828,670.6207871,0,0,0,0,1.015482418,19272.40241,681.0036187,Media,https://rappler.com/business/construction-metro-manila-subway-begins-february-2019,MRT
903,EG,Cairo,Line 3,initial,2007,2024,0,41.3,0,,0,41.3,34,,80,1435,0,Plan,186000,EGP,2016,0.390155329,72568.89119,1757.116009,0,0,0,0,1.137241556,82528.35872,1998.265344,,http://www.nat.gov.eg/LocationActivity.aspx?id=85,MRT
904,RU,Moscow,Line 11,,2017,2023,0,66.7,1,66.7,0,0,31,,40,1520,0,Media,501000,RUB,2020,0.04082822671,20454.94158,306.6707883,0,0,0,0,1.054614889,21572.08595,323.4195794,Media,https://www.rbc.ru/politics/23/11/2017/5a16bd6a9a7947a6f487fe13,MRT
905,IN,Delhi,Initial Line,Phase 3,2012,2020,0,160.6,0.3300124533,53,0,107.6,109,,80,1435,1,Wiki,410790,INR,2016,0.05025447105,20644.03416,128.5431766,0,0,0,0,1.137241556,23477.25353,146.1846421,Plan,http://www.delhimetrorail.com/funding.aspx,MRT
906,MY,Kuala Lumpur,Putrajaya Line MRT 2,MRT 2,2016,2023,0,52.2,0.2586206897,13.5,38.7,0,41,,60,1435,1,Wiki,30530,MYR,2020,0.6386633409,19498.3918,373.5324099,0,0,0,0,1.054614889,20563.2943,393.9328411,Media,https://www.thestar.com.my/business/business-news/2020/01/17/mrt-2-at-70-completion-guan-eng-says,MRT
907,CN,Guangzhou,Line 28,,2020,2025,1,107,1,107,0,0,,184,80,1435,1,,95300,CNY,2023,0.2486408669,23695.47461,221.4530338,0,0,0,0,1,23695.47461,221.4530338,,http://gd.people.com.cn/n2/2020/0805/c123932-34206133.html,MRT
908,SG,Singapore,Downtown MRT Line,All stages,2008,2017,0,41.9,1,41.9,0,0,34,,80,1435,0,Wiki,21000,SGD,2013,1.164392414,24452.2407,583.5856969,0,0,0,1,1.171658006,28649.66358,683.7628538,Plan,https://www.todayonline.com/singapore/comparing-singapores-newest-and-oldest-mrt-lines,MRT
909,SA,Ad Dammam,Dammam Metro (a-Sharqiya),,2014,2021,0,50,0,0,0,50,,,80,1435,0,,60000,SAR,2018,0.5367470445,32204.82267,644.0964534,0,0,0,0,1.08697063,35005.6964,700.113928,Media,https://www.bncnetwork.net/Project/Dammam_Metro/lLeKWJzyKRk=,Light Rail
910,SG,Singapore,Thomson MRT Line,All stages,2014,2024,0,43,1,43,0,0,32,,80,1435,0,Media,25000,SGD,2019,1.140573389,28514.33473,663.1240634,0,0,0,1,1.067625506,30442.63105,707.9681639,Media,https://www.straitstimes.com/singapore/transport/thomson-east-coast-line-6-more-stations-from-springleaf-to-caldecott-opening,MRT
911,KW,Kuwait City,Kuwait Metro,,2020,2025,0,160,0.35,56,104,,68,,60,1435,1,Trade,6000,KWD,2023,4.38482483,26308.94898,164.4309311,0,0,0,0,1,26308.94898,164.4309311,Media,https://www.railjournal.com/passenger/metros/kuwait-announces-details-of-metro-project/,Light Rail
912,IN,Chennai,Phase 2,,2020,2026,0,118.9,0.3599663583,42.8,76.1,0,128,,80,1435,1,Media,691800,INR,2023,0.0415636477,28753.73148,241.8312151,0,0,0,0,1,28753.73148,241.8312151,Media,https://www.businesstoday.in/sectors/infra/relief-for-commuters-in-chennai-metro-network-to-expand-phase-ii-work-begins/story/350907.html,MRT
913,TW,Taipei,"System to 2012, ex-Neihu",,1988,2012,0,93.9,0.6485623003,60.9,33,0,92,,90,1880,0,Measured,557286,TWD,2000,0.2747280314,153102.0857,1630.480146,0,0,0,0,1.585051882,242674.7491,2584.395624,Trade,https://www.railjournal.com/in_depth/taiwan-transit-in-transition,MRT
914,SA,Mecca,Mecca Metro,,2009,2024,,188,0.1,18.8,18.8,150.4,90,,80,1435,0,,62000,SAR,2017,0.606418209,37597.92896,199.9889838,0,0,0,0,1.11351964,41866.03231,222.6916612,,,Light Rail
915,FR,Paris,Grand Paris Express,,2017,2030,0,200,0.8,160,0,40,68,,70,1435,0,Wiki,36100,EUR,2024,1.426535559,51497.93366,257.4896683,0,0,0,0,0.9849825932,50724.56825,253.6228412,Plan,https://www.gpmetropole-infos.fr/le-cout-du-grand-paris-express-revu-a-la-hausse/,MRT
916,QA,Doha,Doha Metro,,2013,2026,0,124,0.8991935484,111.5,6,6.5,,,60,1435,0,Trade,131040,QAR,2020,0.4936504263,64687.95186,521.6770311,0,0,0,0,1.054614889,68220.87717,550.1683643,Media,https://www.railway-technology.com/projects/doha-metro/,Light Rail
917,EG,Cairo,Line 4,All Phases,2020,2026,0,42,1,42,0,0,38,,80,1435,0,Plan,40000,EGY,2023,0.2135735584,8542.942335,203.4033889,0,0,0,0,1,8542.942335,203.4033889,,http://www.nat.gov.eg/LocationActivity.aspx?id=2106,MRT
918,ES,Barcelona,Metro Line 9 - Southern Segment to Airport,New,2002,2016,0.0,16.9,1,16.9,0,0,15,,80.00,1435,0,Eno Transit Construction Costs,2900,EUR,2009,1.391453415,4035.214903,238.7701126,1,16.9,16.9,0,1.27225576,5133.825405,303.7766512,,,MRT
919,ES,Barcelona,L5 to Vall d'Hebron,Extension,2007,2010,0.0,2.5,1,2.5,0,0,3,,80.00,1435,1,Eno Transit Construction Costs,320,EUR,2009,1.391453415,445.2650927,178.1060371,1,2.5,2.5,0,1.27225576,566.4910791,226.5964317,,,MRT
920,ES,Barcelona,Line 11,New,2001,2003,0.0,2.3,1,2.3,0,0,5,,40.00,1435,1,Eno Transit Construction Costs,84,EUR,2002,1.347142441,113.1599651,49.19998482,1,2.3,2.3,0,1.517209194,171.6873395,74.64666933,,,MRT
921,ES,Barcelona,"Trambaix Network (T1, T2, and T3 Lines)",New,2001,2004,0.0,15.1,0,0,0,15.1,29,,60.00,1435,1,Eno Transit Construction Costs,301,EUR,2003,1.317132602,396.4569133,26.25542472,1,15.1,0,0,1.483401816,588.104905,38.9473447,,,Tramway
922,ES,Barcelona,"Trambesos Network (T4, T5, and T6 Lines)",New,2003,2004,0.0,14.0,0.11,1.54,0,12.46,27,,60.00,1435,1,Eno Transit Construction Costs,277,EUR,2004,1.305668822,361.6702638,25.83359027,1,14,1.54,0,1.444922891,522.5856431,37.32754593,,,Tramway
923,ES,Bilbao,Line 3,initial,2007,2016,0.0,5.9,0.9491525424,5.6,0,0.3,7,,80.00,1000,1,Eno Transit Construction Costs,279,EUR,2012,1.438898609,401.452712,68.04283255,1,5.9,5.6,0,1.188819978,477.2550044,80.8906787,Media,https://www.eitb.eus/es/noticias/economia/detalle/4706859/inauguracion-linea-3-metro-bilbao-operada-euskotren-8-abril/,Light Rail
924,ES,Bilbao,Line A Tram,New,1999,2002,0.0,5.6,0,0,0,5.57,14,,50.00,1000,1,Eno Transit Construction Costs,614.8,EUR,2001,1.337620854,822.3693011,147.6426034,1,5.57,0,0,1.541196692,1267.432846,227.5462919,Google,"https://elpais.com/diario/2005/01/31/paisvasco/1107204001_850215.html#:~:text=La%20L%C3%ADnea%201%2C%20que%20se,el%20acondicionamiento%20posterior%20con%20los",Tramway
925,US,Charlotte,Blue Line Extension,Extension,2013,2018,0.0,15.0,0.006678688306,0.1,3.4,11.473,11,,89.00,1435,1,Eno Transit Construction Costs,1200,USD,2016,1,1200,80.14425967,0,0,0,1,1.137241556,1364.689867,91.14338255,,,Light Rail
926,US,Charlotte,Blue Line,New,2005,2007,0.0,15.5,0,0,0,15.45,15,,89.00,1435,1,Eno Transit Construction Costs,463,USD,2006,1,463,29.96763754,0,0,0,1,1.353898482,626.8549974,40.57313899,,,Light Rail
927,DK,Copenhagen,Metro Initial,New,2002,2007,0.0,21.0,0.4761904762,10,11,0,23,,90.00,1435,1,Eno Transit Construction Costs,11400,DKK,2005,0.1166937668,1330.308942,63.34804486,1,21,10,0,1.397572627,1859.203363,88.53349348,,,MRT
928,UK,Croydon,Tramlink,New,1997,2000,0,28,0,0,0,28,35,,50.00,1435,1,Eno Transit Construction Costs,200,GBP,1999,1.377753958,275.5507916,9.8410997,0,0,0,1,1.638330937,451.4433865,16.12297809,Google,,Tramway
929,US,Dallas,Orange Line Phase 2 to Belt Line,New,2009,2012,0.0,6.3,0,0,2.19765,4.08135,2,,60.00,1435,1,Eno Transit Construction Costs,400,USD,2011,1,400,63.70441153,0,0,0,1,1.213422012,485.368805,77.30033524,,,Light Rail
930,US,Dallas,Orange Line Phase 1 to Irving,New,2009,2012,0.0,8.7,0,0,3.190698,5.503302,3,,60.00,1435,1,Eno Transit Construction Costs,500,USD,2011,1,500,57.51092708,0,0,0,1,1.213422012,606.7110062,69.78502487,,,Light Rail
931,US,Dallas,Orange Line Phase 3 to DFW,Extension,2012,2014,0.0,7.6,0,0,1.188019,6.378981,1,,60.00,1435,1,Eno Transit Construction Costs,397,USD,2013,1,397,52.46464913,0,0,0,1,1.171658006,465.1482283,61.47062618,,,Light Rail
932,US,Dallas,South Oak Cliff/UNT Blue Line Extension,Extension,2014,2016,0.0,4.2,0,0,1.691144,2.494856,2,,60.00,1435,1,Eno Transit Construction Costs,195,USD,2015,1,195,46.58385093,0,0,0,1,1.151588005,224.5596609,53.64540394,,,Light Rail
933,US,Dallas,Blue Line Extension to Rowlett,Extension,2009,2012,0.0,7.4,0,0,1.554,5.846,1,,60.00,1435,1,Eno Transit Construction Costs,310,USD,2011,1,310,41.89189189,0,0,0,1,1.213422012,376.1608239,50.83254377,,,Light Rail
934,US,Dallas,DART Green Line Extensions to Buckner and North Carrollton,Extension,2007,2010,0.0,45.9,0,0,16.03,29.86,16,,60.00,1435,1,Eno Transit Construction Costs,1800,USD,2009,1,1800,39.21568627,0,0,0,1,1.27225576,2290.060369,49.89238276,,,Light Rail
935,US,Denver,Southeast Extension,Extension,2016,2019,0.0,3.7,0,0,0.48139,3.22161,3,,80.00,1435,1,Eno Transit Construction Costs,209,USD,2018,1,209,56.44072374,0,0,0,1,1.08697063,227.1768617,61.34940906,,,Light Rail
936,US,Denver,R Line,New,2013,2017,0.0,16.9,0,0,0,16.905,8,,80.00,1435,1,Eno Transit Construction Costs,654,USD,2015,1,654,38.68677906,0,0,0,1,1.151588005,753.138555,44.5512307,,,Light Rail
937,US,Denver,W Line,New,2008,2013,0.0,19.5,0,0,2.3,17.14328,12,,80.00,1435,1,Eno Transit Construction Costs,735,USD,2011,1,735,37.72906935,0,0,0,1,1.213422012,891.8651792,45.78128326,,,Light Rail
938,US,Denver,A Line,New,2010,2016,0.0,37.8,0,0,3.7835,34.0515,7,,80.00,1435,1,Eno Transit Construction Costs,1403,USD,2013,1,1403,37.08206687,0,0,0,1,1.171658006,1643.836182,43.44750052,,,Regional Rail
939,US,Denver,G Line,,2011,2019,0.0,18.0,0,0,18,0,7,,80.00,1435,1,Eno Transit Construction Costs,2100,USD,2015,1,2100,116.4596273,0,0,0,1,1.151588005,2418.334809,134.1135098,gpt,https://www.thetransportpolitic.com/2019/01/08/openings-and-construction-starts-planned-for-2019/,Light Rail
940,US,Houston,Green Line,New,2011,2015,0.0,5.2,0,0,0,5.15,7,,50.00,1435,1,Eno Transit Construction Costs,587,USD,2013,1,587,113.9805825,0,0,0,1,1.171658006,687.7632494,133.546262,,,Light Rail
941,US,Houston,Red Line Extension,Extension,2009,2013,0.0,8.5,0,0,1.37,7.16,8,,50.00,1435,1,Eno Transit Construction Costs,756,USD,2011,1,756,88.62837046,0,0,0,1,1.213422012,917.3470414,107.5436156,,,Light Rail
942,US,Houston,Purple Line,New,2011,2015,0.0,10.8,0,0,0,10.78,11,,50.00,1435,1,Eno Transit Construction Costs,823,USD,2013,1,823,76.34508349,0,0,0,1,1.171658006,964.2745388,89.45032827,,,Light Rail
943,US,Houston,Red Line (Original),New,2001,2004,0.0,12.1,0,0,0,12.07,16,,50.00,1435,1,Eno Transit Construction Costs,324,USD,2003,1,324,26.84341342,0,0,0,1,1.483401816,480.6221882,39.81956821,,,Light Rail
944,US,Hudson County,Hudson-Bergen LRT,New,2000,2011,0.0,27.4,0.05,1.37,2.3,23.8122,24,,80.00,1435,1,Eno Transit Construction Costs,2200,USD,2006,1,2200,80.2919708,0,0,0,1,1.353898482,2978.576661,108.7071774,,,Light Rail
945,DE,Leipzig,City Tunnel,,2003,2013,0.0,3.6,1,3.6,0,0,4,,230.00,1435,1,Eno Transit Construction Costs,960,EUR,2008,1.218916115,1170.159471,325.0442974,0,0,0,0,1.267729358,1483.445515,412.0681987,Plan,http://dip21.bundestag.de/dip21/btd/17/029/1702939.pdf,MRT
946,UK,London,Battersea,Extension,2015,2020,0.0,3.2,1,3.2,0,0,2,,45.00,1435,0,Eno Transit Construction Costs,1200,GBP,2018,1.454092835,1744.911402,545.2848132,0,0,0,1,1.08697063,1896.667447,592.7085771,,,MRT
947,US,Los Angeles,Red (B) Line Phase 2A and 2B,Extension,1989,1999,0.0,10.7,1,10.7,0,0,8,,110.00,1435,0,Eno Transit Construction Costs,1687,USD,1994,1,1687,157.6635514,0,0,0,1,1.841740446,3107.016132,290.3753394,,,MRT
948,US,Los Angeles,Expo Line Phase 2,Extension,2011,2016,0.0,10.6,0,0,1.6,9.027,7,,110.00,1435,1,Eno Transit Construction Costs,1288,USD,2014,1,1288,121.2806026,0,0,0,1,1.152954912,1485.005927,139.8310665,,,Light Rail
949,US,Los Angeles,Red (B) Line Phase 3,Extension,1996,2000,0.0,10.4,1,10.4,0,0,3,,110.00,1435,0,Eno Transit Construction Costs,1240,USD,1998,1,1240,119.2307692,0,0,0,1,1.674514933,2076.398517,199.6537035,,,MRT
950,US,Los Angeles,Expo Line Phase 1,Initial,2006,2012,0.0,13.8,0.02167630058,0.3,0.4,13.14,10,,89.00,1435,1,Eno Transit Construction Costs,960,USD,2009,1,960,69.36416185,0,0,0,1,1.27225576,1221.36553,88.24895448,,,Light Rail
951,US,Los Angeles,Blue Line,Initial and Extensions,1985,1990,0.0,35.4,0.03,1.0626,4.9588,29.3986,22,,89.00,1435,1,Eno Transit Construction Costs,877,USD,1988,1,877,24.76002259,0,0,0,1,2.307235284,2023.445344,57.12719774,,,Light Rail
952,US,Los Angeles,Green Line,Initial and Extensions,1987,1995,0.0,31.4,0,0,31.395,0,14,,105.00,1435,1,Eno Transit Construction Costs,718,USD,1991,1,718,22.86988374,0,0,0,1,2.004008326,1438.877978,45.83143744,,,Light Rail
953,US,Los Angeles,Gold Line,Extension,2004,2009,0.0,9.7,0.28,2.7048,0.3864,6.5688,8,,89.00,1435,1,Eno Transit Construction Costs,887,USD,2007,1,887,91.82194617,0,0,0,1,1.316404463,1167.650758,120.8748197,,,Light Rail
954,US,Los Angeles,Gold Line Foothill,Phase 2A -- Extension,2010,2016,0.0,18.5,0,0,0.3,18.2,6,,89.00,1435,1,Eno Transit Construction Costs,735,USD,2013,1,735,39.7082658,0,0,0,1,1.171658006,861.1686343,46.52450753,,,Light Rail
955,US,Los Angeles,Gold Line,LA to Pasadena,2000,2003,0.0,22.1,0.04535147392,1,1.6,19.45,13,,89.00,1435,1,Eno Transit Construction Costs,721,USD,2002,1,721,32.6984127,0,0,0,1,1.517209194,1093.907829,49.61033239,,,Light Rail
956,FR,Lyon,Line T2,New,1999,2001,0,10,0,0,0,10,20,,70.00,1435,1,Eno Transit Construction Costs,202,EUR,2000,1.075049184,217.1599351,21.71599351,0,0,0,0,1.585051882,344.2097638,34.42097638,,,Tramway
957,FR,Lyon,Line T1,New,1999,2001,0,9.5,0,0,0,9.5,22,,70.00,1435,1,Eno Transit Construction Costs,205,EUR,2000,1.075049184,220.3850826,23.19842975,0,0,0,0,1.585051882,349.3217899,36.77071473,Google,https://popsu.archi.fr/sites/default/files/nodes/document/784/files/lyon-tramway-lea.pdf,Tramway
958,ES,Madrid,Chamartin-Atocha tunnel,Extension,2003,2008,0.0,7.5,1,7.5,0,0,3,,80.00,1000,0,Eno Transit Construction Costs,550,EUR,2006,1.358612585,747.2369217,99.63158955,1,7.5,7.5,0,1.353898482,1011.682934,134.8910579,,,MRT
959,ES,Madrid,Tram 1,New,2004,2007,0.0,5.4,0.6851851852,3.7,0,1.7,9,,80.00,1435,1,Eno Transit Construction Costs,277,EUR,2006,1.358612585,376.335686,69.6917937,1,5.4,3.7,0,1.353898482,509.5203142,94.35561374,,,Tramway
960,ES,Madrid,Tram 2,New,2004,2007,0.0,8.7,0.3,2.61,0,6.09,13,,110.00,1435,1,Eno Transit Construction Costs,283,EUR,2006,1.358612585,384.4873615,44.1939496,1,8.7,2.61,0,1.353898482,520.5568553,59.8341213,,,Tramway
961,ES,Madrid,Tram 3,New,2004,2007,0.0,13.7,0.1,1.37,0,12.33,14,,110.00,1435,1,Eno Transit Construction Costs,286,EUR,2006,1.358612585,388.5631993,28.36227732,1,13.7,1.37,0,1.353898482,526.0751258,38.39964422,,,Tramway
962,ES,Madrid,Tram 4,Parla Tram,2005,2008,0.0,8.4,0,0,0,8.4,15,,60.00,1435,1,Eno Transit Construction Costs,255,EUR,2007,1.365528863,348.2098599,41.45355475,1,8.4,0,0,1.316404463,458.3850135,54.56964447,Google,"https://elpais.com/ccaa/2013/08/13/madrid/1376423293_224054.html#:~:text=La%20factura%20por%20su%20infraestructura,el%20doble%20en%2030%20a%C3%B1os.",Tramway
963,UK,Manchester,"""Big Bang"" Extension",Extension,2008,2017,0,60,0,0,0,60,57,,80.00,1435,1,Eno Transit Construction Costs,1500,GBP,2013,1.438335673,2157.50351,35.95839183,0,0,0,1,1.171658006,2527.85626,42.13093766,,,Light Rail
964,UK,Manchester,Eccles Line,Extension,1997,2000,0,6.4,0,0,0,6.4,11,,80.00,1435,1,Eno Transit Construction Costs,160,GBP,1999,1.377753958,220.4406333,34.44384895,0,0,0,1,1.638330937,361.1547092,56.43042331,,,Light Rail
965,US,Minneapolis,Metro Green Line (light rail),New,2010,2014,0.0,18.0,0,0,0.486,17.514,23,,60.00,1435,1,Eno Transit Construction Costs,957,USD,2012,1,957,53.16666667,0,0,0,1,1.188819978,1137.700719,63.20559551,,,Light Rail
966,US,Minneapolis,Metro Blue Line (light rail),New,2001,2004,0.0,19.3,0.15,2.895,1.9,14.505,19,,60.00,1435,1,Eno Transit Construction Costs,672,USD,2003,1,672,34.81865285,0,0,0,1,1.483401816,996.8460201,51.65005285,,,Light Rail
967,FR,Montpellier,Line 1,New,1997,2000,0,15.2,0,0,0,15.2,29,,60.00,1435,1,Eno Transit Construction Costs,375,EUR,1999,1.049625231,393.6094617,25.89535933,0,0,0,0,1.638330937,644.8625582,42.4251683,,,Tramway
968,FR,Montpellier,Line 2,New,2004,2006,0,20,0,0,0,20,33,,60.00,1435,1,Eno Transit Construction Costs,455,EUR,2005,1.091157478,496.4766525,24.82383263,0,0,0,0,1.397572627,693.8621795,34.69310898,,,Light Rail
969,ES,Murcia,Line 1,New,2006,2011,0.0,17.5,0,0,0,17.5,28,,80.00,1435,1,Eno Transit Construction Costs,264,EUR,2009,1.391453415,367.3437015,20.99106866,1,17.5,0,0,1.27225576,467.3551403,26.70600802,Google,https://www.economiadigital.es/economia/adjudican-el-tranvia-de-murcia-a-comsa-y-fcc-por-264-millones_105239_102.html,Tramway
970,FR,Nantes,Line 3,New,1998,2000,0,4.6,0,0,0,4.6,12,,60.00,1435,1,Eno Transit Construction Costs,866,FRF,1999,1.049625231,908.9754503,197.6033588,0,0,0,0,1.638330937,1489.202601,323.7396959,Google,https://lrta.info/archive/mag/articles/art0101.html,Tramway
971,US,Norfolk,Hampton Roads Tide Light Rail,New,2007,2011,0.0,11.9,0,0,1.9056,10.0044,11,,60.00,1435,1,Eno Transit Construction Costs,318,USD,2009,1,318,26.70025189,0,0,0,1,1.27225576,404.5773318,33.96954927,Google,"https://www.pilotonline.com/2016/08/13/five-years-of-the-tide-light-rail-in-norfolk-what-was-said-then-and-the-reality-now-2/#:~:text=Construction%20cost%20for%20The%20Tide,million%20of%20the%20initial%20cost.",Light Rail
972,UK,Nottingham,Nottingham Tram Line 2,New,2012,2015,0,17.5,0,0,0,17.5,28,,60.00,1435,1,Eno Transit Construction Costs,570,GBP,2014,1.431754013,816.0997875,46.63427357,0,0,0,1,1.152954912,940.9262588,53.76721479,,,Tramway
973,UK,Nottingham,Nottingham Tram Line 1,New,2000,2004,0,14.3,0,0,0,14.3,23,,60.00,1435,1,Eno Transit Construction Costs,200,GBP,2002,1.449533757,289.9067515,20.27319941,0,0,0,1,1.517209194,439.8491889,30.75868454,Google,https://bathtrams.uk/nottingham-tramlink-financial-background-project-history-project-procurement/,Tramway
974,FR,Orleans,Line 1,New,1998,2000,0,17.7,0,0,0,17.7,24,,60.00,1435,1,Eno Transit Construction Costs,548.7,EUR,1999,1.049625231,575.9293644,32.53838217,0,0,0,0,1.638330937,943.5628951,53.30863814,Google,https://www.lemoniteur.fr/article/orleans-un-tramway-pour-passer-l-an-2000.5154,Tramway
975,FR,Paris,Tramway 11,New,2010,2017,0.0,10.6,0,0,0,10.6,7,,50.00,1435,1,Eno Transit Construction Costs,1000,EUR,2014,1.238290416,1238.290416,116.8198506,0,0,0,0,1.152954912,1427.693018,134.6880206,,,Tramway
976,FR,Paris,Line 8,to Pointe-du-Lac,2007,2011,0.0,1.3,0,0,0,1.3,1,,100.00,1435,0,Eno Transit Construction Costs,83,EUR,2009,1.15880629,96.18092211,73.9853247,0,0,0,0,1.27225576,122.3667322,94.12825553,Media,https://www.railpassion.fr/materiel-actualites-rp/011-14751-la-ligne-8-du-metro-arrive-a-creteil-pointe-du-lac/,MRT
977,FR,Paris,Tramway 2,Extension to Pont de Bezons,2008,2012,0.0,4.2,0,0,0,4.2,7,,60.00,1435,1,Eno Transit Construction Costs,223.4,EUR,2010,1.170035394,261.3859069,62.23473974,0,0,0,0,1.251724025,327.1830196,77.90071895,,,Tramway
978,FR,Paris,Tramway 4,Extension,2016,2019,0.0,6.6,0,0,0,6.6,11,,60.00,1435,1,Eno Transit Construction Costs,270,EUR,2018,1.322460941,357.0644541,54.10067486,0,0,0,0,1.08697063,388.1185747,58.80584466,,,Tramway
979,FR,Paris,Tramway 1,Phase 1 -- Extension to Asnieres Quatre-Routes ,2016,2019,0.0,0.9,0,0,0,0.9,1,,60.00,1435,1,Eno Transit Construction Costs,34.4,EUR,2018,1.322460941,45.49265637,50.54739597,0,0,0,0,1.08697063,49.44918137,54.94353486,,,Tramway
980,FR,Paris,Tramway 2,Extension to Porte de Versailles,2006,2009,0.0,2.3,0,0,0,2.3,4,,60.00,1435,1,Eno Transit Construction Costs,92.5,EUR,2008,1.133948841,104.8902678,45.60446425,0,0,0,0,1.267729358,132.9724719,57.8141182,,,Tramway
981,FR,Paris,Tramway 3a,initial,2003,2006,0.0,7.9,0,0,0.5,7.426,17,,60.00,1435,1,Eno Transit Construction Costs,312,EUR,2005,1.091157478,340.4411331,43.09381432,0,0,0,0,1.397572627,475.7912088,60.22673529,,,Tramway
982,FR,Paris,Tramway 1 ,Extension,2008,2012,0.0,4.9,0,0,0,4.9,1,,60.00,1435,1,Eno Transit Construction Costs,150,EUR,2010,1.170035394,175.505309,35.81741001,0,0,0,0,1.251724025,219.6842119,44.83351263,,,Tramway
983,FR,Paris,Tramway 8,New,2010,2014,0.0,8.5,0,0,0,8.5,17,,60.00,1435,1,Eno Transit Construction Costs,250,EUR,2012,1.18441172,296.1029301,34.83563884,0,0,0,0,1.188819978,352.0130789,41.4133034,,,Tramway
984,FR,Paris,Tramway 6,initial + extension,2010,2016,0.0,14.0,0.1142857143,1.6,0,12.4,21,,60.00,1435,1,Eno Transit Construction Costs,385,EUR,2013,1.232068779,474.3464799,33.88189142,0,0,0,0,1.171658006,555.7718507,39.69798934,,,Tramway
985,FR,Paris,Tramway 7,New,2009,2013,0.0,11.2,0,0,0,11.2,18,,60.00,1435,1,Eno Transit Construction Costs,292,EUR,2011,1.188550456,347.0567331,30.98720831,0,0,0,0,1.213422012,421.1262795,37.60056067,,,Tramway
986,FR,Paris,Tramway 5,New,2008,2013,0.0,6.6,0,0,0,6.6,16,,60.00,1435,1,Eno Transit Construction Costs,257.4,EUR,2011,1.188550456,305.9328873,46.35346777,0,0,0,0,1.213422012,371.2256998,56.24631815,,,Tramway
987,FR,Paris,Tramway 1,New,1989,1992,0.0,9.0,0,0,0,9,21,,60.00,1435,1,Eno Transit Construction Costs,141,EUR,1991,0.9836788013,138.698711,15.41096789,0,0,0,0,2.004008326,277.9533717,30.88370797,,,Tramway
988,FR,Paris,Tramway 2,New,1993,1997,0.0,11.4,0.1052631579,1.2,0,10.2,13,,60.00,1435,1,Eno Transit Construction Costs,135.99,EUR,1995,1.015529477,138.1018535,12.11419768,0,0,0,0,1.790983819,247.3381851,21.69633203,Google,"https://fr.wikipedia.org/wiki/Ligne_2_du_tramway_d%27%C3%8Ele-de-France#:~:text=Naissance%20du%20T2,-Un%20Tramway%20fran%C3%A7ais&text=Le%20co%C3%BBt%20du%20chantier%20se,celles%20de%20la%20ligne%20T1.",Tramway
989,US,Phoenix,Northwest Extension Phase 1,Extension,2013,2016,0.0,5.2,0,0,0,5.152,3,,60.00,1435,1,Eno Transit Construction Costs,327,USD,2015,1,327,63.47049689,0,0,0,1,1.151588005,376.5692775,73.09186286,,,Light Rail
