start_year,end_year,at_grade_transformed,elevated_transformed,duration_transformed,tunnel_transformed,stations_transformed,tunnel_MRT_interaction,at_grade_MRT_interaction,tunnel_asia_interaction,at_grade_asia_interaction,stations_Streetcar_interaction,stations_LightRail_interaction,stations_MRT_interaction,stations_tunnel_interaction,stations_atgrade_interaction,stations_elevated_interaction,duration_tunnel_interaction,duration_atgrade_interaction,duration_elevated_interaction,extension_tunnel_interaction,extension_atgrade_interaction,extension_elevated_interaction,cost_real_2023_transformed,region,sub_region,train_type,project_type,soil_type,city_size,country_income_class,elevation_class,precipitation_type,temperature_category,poverty_rate,city_density_type
2001,2004,1.0209282470693388,0.0,1.3310818112918161,0.0,5.053986169480148,0.0,0.0,0.0,0.0,5.053986169480148,0.0,0.0,0.0,5.15975724072005,0.0,0.0,1.3589390203080343,0.0,0.0,0.0,0.0,13.124189039720473,Europe,Southern Europe,Streetcar,New,"Cold Climates (Permafrost, Rock Outcrops)",Medium (1M-5M),middle-income,Mid-land,Moderate,Mild,Low Poverty,Medium Density
2017,2020,0.0,0.7054385336618759,1.3310818112918161,0.0,1.9300776947834186,0.0,0.0,0.0,0.0,0.0,0.0,1.9300776947834186,0.0,0.0,1.3615511788615084,0.0,0.0,0.9389964011416926,0.0,0.0,0.7054385336618759,16.062780929550133,Asia,Eastern Asia,MRT,Extension,Clay Dominant,Metropolis (>15M),low-income,Mid-land,Low,Mild,High Poverty,Medium Density
2008,2015,0.0,0.5150403817321861,1.956868022416948,3.0544583668333423,5.257055967262287,3.0544583668333423,0.0,3.0544583668333423,0.0,0.0,0.0,5.257055967262287,16.057458584115444,0.0,2.7075961121662355,5.977171903860063,0.0,1.0078660532651331,0.0,0.0,0.0,25.32768483001255,Asia,Eastern Asia,MRT,New,Clay Dominant,Medium (1M-5M),low-income,Mid-land,Moderate,Mild,High Poverty,Medium Density
2013,2020,0.0,0.0,1.956868022416948,2.964969803321507,5.191028677496283,2.964969803321507,0.0,2.964969803321507,0.0,0.0,0.0,5.191028677496283,15.391243276952459,0.0,0.0,5.802054595551724,0.0,0.0,0.0,0.0,0.0,25.147902524672528,Asia,Eastern Asia,MRT,New,River Valleys/Deltas (River Sediments),Large (5M-15M),low-income,Mid-land,Moderate,Mild,High Poverty,Medium Density
2021,2023,0.0,0.7701224881600025,1.0637428820827777,2.1816084867023298,4.834387908959101,2.1816084867023298,0.0,2.1816084867023298,0.0,0.0,0.0,4.834387908959101,10.546741690196304,0.0,3.723070845178215,2.3206704992209835,0.0,0.8192123151120809,0.0,0.0,0.0,23.364083363831956,Asia,Eastern Asia,MRT,New,"Fertile/Agricultural (Grasslands, Food Bearing, Pasture)",Large (5M-15M),low-income,Mid-land,Moderate,Mild,High Poverty,Medium Density
2019,2022,1.0119009496686715,0.0,1.3310818112918161,0.0,4.677158238141741,0.0,0.0,0.0,0.0,4.677158238141741,0.0,0.0,0.0,4.732820862926278,0.0,0.0,1.3469229489328842,0.0,0.0,0.0,0.0,14.493004207384656,Africa,Northern Africa,Streetcar,New,"Cold Climates (Permafrost, Rock Outcrops)",Small (<1M),low-income,Coastal,Low,Mild,Moderate Poverty,Medium Density
2019,2024,0.9991804681099676,0.0,1.7002481439817703,0.0,4.4217918708135135,0.0,0.0,0.0,0.0,4.4217918708135135,0.0,0.0,0.0,4.418168071364296,0.0,0.0,1.698854736406809,0.0,0.0,0.0,0.0,13.99143491270442,Europe,Western Europe,Streetcar,New,"Fertile/Agricultural (Grasslands, Food Bearing, Pasture)",Small (<1M),high-income,Mid-land,Moderate,Cold,Low Poverty,Medium Density
2022,2025,0.0,0.7438503440286477,1.3310818112918161,0.0,2.634728007754283,0.0,0.0,0.0,0.0,0.0,0.0,2.634728007754283,0.0,0.0,1.959843334989937,0.0,0.0,0.990125663259693,0.0,0.0,0.7438503440286477,15.584597623363702,Asia,South-eastern Asia,MRT,Extension,River Valleys/Deltas (River Sediments),Metropolis (>15M),low-income,Coastal,Moderate,Hot,Moderate Poverty,Medium Density
2020,2028,0.0,0.5916517114902208,2.060682505183506,2.0301198758501813,3.3037960867119844,2.0301198758501813,0.0,2.0301198758501813,0.0,0.0,0.0,3.3037960867119844,6.707102101390048,0.0,1.9546966091178395,4.18343251158978,0.0,1.2192063310297772,0.0,0.0,0.0,24.597226501966237,Asia,South-eastern Asia,MRT,New,River Valleys/Deltas (River Sediments),Metropolis (>15M),low-income,Coastal,High,Hot,High Poverty,Medium Density
2020,2025,1.0680505194225165,0.0,1.7002481439817703,0.0,2.8229922786213404,0.0,1.0680505194225165,0.0,1.0680505194225165,0.0,0.0,2.8229922786213404,0.0,3.015098369507276,0.0,0.0,1.8159509133268994,0.0,0.0,1.0680505194225165,0.0,22.059172517437794,Asia,Eastern Asia,MRT,Extension,Clay Dominant,Medium (1M-5M),low-income,Coastal,Moderate,Mild,High Poverty,Medium Density
2007,2013,0.0,0.0,1.8382964414721545,1.2320964677849344,1.9300776947834186,1.2320964677849344,0.0,0.0,0.0,0.0,0.0,1.9300776947834186,2.3780419102931387,0.0,0.0,2.264958552279456,0.0,0.0,1.2320964677849344,0.0,0.0,13.472438649643042,Europe,Southern Europe,MRT,Extension,Clay Dominant,Medium (1M-5M),middle-income,Mid-land,Moderate,Mild,Low Poverty,Medium Density
2017,2022,0.0,0.0,1.7002481439817703,1.910510083611063,3.3037960867119844,0.0,0.0,1.910510083611063,0.0,0.0,3.3037960867119844,0.0,6.311935737858016,0.0,0.0,3.2483412237181666,0.0,0.0,0.0,0.0,0.0,15.348826580901088,Asia,Eastern Asia,Light Rail,New,Clay Dominant,Metropolis (>15M),middle-income,Mid-land,Moderate,Mild,Low Poverty,Medium Density
2019,2022,0.0,0.7555509551969615,1.3310818112918161,2.565341449773665,3.6981974818233416,2.565341449773665,0.0,2.565341449773665,0.0,0.0,0.0,3.6981974818233416,9.487139289570008,0.0,2.794176639898623,3.4146793435467035,0.0,1.0057001339668332,2.565341449773665,0.0,0.7555509551969615,22.21309329337173,Asia,Eastern Asia,MRT,Extension,"Fertile/Agricultural (Grasslands, Food Bearing, Pasture)",Large (5M-15M),low-income,Mid-land,Moderate,Mild,High Poverty,Medium Density
2018,2023,0.0,0.0,1.7002481439817703,2.9486058564299937,4.756953643486771,2.9486058564299937,0.0,2.9486058564299937,0.0,0.0,0.0,4.756953643486771,14.02638137195109,0.0,0.0,5.013361634728875,0.0,0.0,0.0,0.0,0.0,26.574220855610076,Asia,Eastern Asia,MRT,New,River Valleys/Deltas (River Sediments),Metropolis (>15M),low-income,Mid-land,Moderate,Mild,High Poverty,Medium Density
2006,2013,0.0,0.162715575436956,1.956868022416948,2.3918080843678187,3.3037960867119844,2.3918080843678187,0.0,2.3918080843678187,0.0,0.0,0.0,3.3037960867119844,7.902046189300488,0.0,0.537579081375704,4.680452756057722,0.0,0.3184129063217518,0.0,0.0,0.0,19.778335396814505,Asia,Western Asia,MRT,New,"Fertile/Agricultural (Grasslands, Food Bearing, Pasture)",Large (5M-15M),middle-income,Mid-land,Moderate,Mild,Moderate Poverty,Medium Density
2016,2019,0.48770026131713545,0.0,1.3310818112918161,0.0,0.7486075368554612,0.0,0.0,0.0,0.0,0.7486075368554612,0.0,0.0,0.0,0.36509609134838555,0.0,0.0,0.6491689472015048,0.0,0.0,0.48770026131713545,0.0,6.0107326943593335,Europe,Western Europe,Streetcar,Extension,Clay Dominant,Large (5M-15M),high-income,Mid-land,Moderate,Cold,Low Poverty,Medium Density
2009,2011,1.0073287079875965,0.0,1.0637428820827777,0.0,4.756953643486771,0.0,0.0,0.0,0.0,4.756953643486771,0.0,0.0,0.0,4.791815967650419,0.0,0.0,1.0715387430394467,0.0,0.0,0.0,0.0,13.714320969129348,Europe,Southern Europe,Streetcar,New,"Fertile/Agricultural (Grasslands, Food Bearing, Pasture)",Small (<1M),middle-income,Mid-land,Low,Mild,Low Poverty,Low Density
2021,2025,0.9995797661717016,0.0,1.535341668488013,0.0,1.6201237036476763,0.0,0.9995797661717016,0.0,0.9995797661717016,0.0,0.0,1.6201237036476763,0.0,1.6194428728613754,0.0,0.0,1.5346964659809184,0.0,0.0,0.9995797661717016,0.0,15.159307857445492,Asia,Eastern Asia,MRT,Extension,River Valleys/Deltas (River Sediments),Large (5M-15M),low-income,Coastal,Moderate,Mild,High Poverty,Medium Density
2003,2006,0.948670481320315,0.31674866662434764,1.3310818112918161,0.0,4.035087151905229,0.0,0.0,0.0,0.0,4.035087151905229,0.0,0.0,0.0,3.827968070567352,1.2781084750790177,0.0,1.2627580225949238,0.4216183888946043,0.0,0.0,0.0,12.361988756053217,Europe,Western Europe,Streetcar,New,Clay Dominant,Large (5M-15M),middle-income,Mid-land,Moderate,Cold,Low Poverty,Medium Density
2023,2028,1.0052315785915116,0.0,1.7002481439817703,0.0,4.509780175426842,0.0,0.0,0.0,0.0,4.509780175426842,0.0,0.0,0.0,4.5333734448450285,0.0,0.0,1.7091431257720826,0.0,0.0,0.0,0.0,14.180636978864415,Europe,Western Europe,Streetcar,New,"Fertile/Agricultural (Grasslands, Food Bearing, Pasture)",Small (<1M),high-income,Mid-land,Moderate,Cold,Low Poverty,Low Density
2005,2008,1.0567886922816738,0.0,1.3310818112918161,0.0,2.634728007754283,0.0,0.0,0.0,0.0,0.0,2.634728007754283,0.0,0.0,2.7843507658325484,0.0,0.0,1.4066722066750001,0.0,0.0,0.0,0.0,15.935338435086459,Americas,Latin America and the Caribbean,Light Rail,New,Clay Dominant,Metropolis (>15M),middle-income,High-land,Moderate,Mild,High Poverty,Medium Density
1996,2002,0.0,0.0,1.8382964414721545,2.2620221679273365,3.815913088578015,2.2620221679273365,0.0,0.0,0.0,0.0,0.0,3.815913088578015,8.63167999724754,0.0,0.0,4.158267301831951,0.0,0.0,0.0,0.0,0.0,16.135776092652538,Europe,Northern Europe,MRT,New,"Fertile/Agricultural (Grasslands, Food Bearing, Pasture)",Medium (1M-5M),high-income,Coastal,Moderate,Cold,Low Poverty,Low Density
2004,2013,0.0,0.0,2.152938006979087,2.2872128263208475,1.9300776947834186,2.2872128263208475,0.0,2.2872128263208475,0.0,0.0,0.0,1.9300776947834186,4.414498459304409,0.0,0.0,4.92422742383621,0.0,0.0,0.0,0.0,0.0,21.54390402234609,Asia,Western Asia,MRT,New,"Fertile/Agricultural (Grasslands, Food Bearing, Pasture)",Large (5M-15M),middle-income,Mid-land,Moderate,Mild,Moderate Poverty,Medium Density
2012,2014,0.9261321552609961,0.0,1.0637428820827777,0.0,4.4217918708135135,0.0,0.0,0.0,0.0,4.4217918708135135,0.0,0.0,0.0,4.095163635432072,0.0,0.0,0.9851664880268666,0.0,0.0,0.0,0.0,10.025305844113587,Americas,Northern America,Streetcar,New,Clay Dominant,Small (<1M),high-income,High-land,Low,Mild,Low Poverty,Low Density
2008,2010,1.0316721672230926,0.0,1.0637428820827777,0.0,4.2360005683305255,0.0,0.0,0.0,1.0316721672230926,4.2360005683305255,0.0,0.0,0.0,4.370163886687806,0.0,0.0,1.097433924526478,0.0,0.0,0.0,0.0,11.31028125009076,Asia,Western Asia,Streetcar,New,Clay Dominant,Medium (1M-5M),middle-income,Coastal,Moderate,Mild,Moderate Poverty,Low Density
2026,2039,0.5158519803582248,0.7105803969746223,2.443745699089491,1.7324595984529165,2.9955711744838838,0.0,0.0,0.0,0.0,0.0,2.9955711744838838,0.0,5.189706034083481,1.5452713226615247,2.128594154330494,4.233690692565621,1.2606110583672083,1.7364777889640364,0.0,0.0,0.0,24.862243319728872,Americas,Northern America,Light Rail,New,"Fertile/Agricultural (Grasslands, Food Bearing, Pasture)",Medium (1M-5M),high-income,Mid-land,Moderate,Mild,Low Poverty,Medium Density
2010,2013,0.9218556875445828,0.0,1.3310818112918161,0.0,1.6201237036476763,0.0,0.0,0.0,0.0,0.0,1.6201237036476763,0.0,0.0,1.4935202507334047,0.0,0.0,1.2270653383265058,0.0,0.0,0.9218556875445828,0.0,9.995285669863794,Americas,Northern America,Light Rail,Extension,"Fertile/Agricultural (Grasslands, Food Bearing, Pasture)",Medium (1M-5M),high-income,High-land,Low,Cold,Low Poverty,Medium Density
2020,2025,0.0,0.0,1.7002481439817703,3.0389651141677074,4.834387908959101,3.0389651141677074,0.0,3.0389651141677074,0.0,0.0,0.0,4.834387908959101,14.69153620368088,0.0,0.0,5.166994794988993,0.0,0.0,0.0,0.0,0.0,25.43750831882939,Asia,Eastern Asia,MRT,New,"Fertile/Agricultural (Grasslands, Food Bearing, Pasture)",Medium (1M-5M),low-income,High-land,Moderate,Mild,High Poverty,Medium Density
2020,2021,0.7692681954947637,0.0,0.6791564163609107,0.0,2.194834105659709,0.0,0.0,0.0,0.0,0.0,2.194834105659709,0.0,0.0,1.688416071871208,0.0,0.0,0.5224534308726482,0.0,0.0,0.7692681954947637,0.0,6.234565222851352,Europe,Western Europe,Light Rail,Extension,"Fertile/Agricultural (Grasslands, Food Bearing, Pasture)",Medium (1M-5M),high-income,Mid-land,Low,Cold,Low Poverty,Medium Density
2021,2026,0.0,0.0,1.7002481439817703,1.7660200581968801,1.9300776947834186,1.7660200581968801,0.0,1.7660200581968801,0.0,0.0,0.0,1.9300776947834186,3.4085559228659132,0.0,0.0,3.0026723261838235,0.0,0.0,1.7660200581968801,0.0,0.0,14.646067942751657,Asia,Eastern Asia,MRT,Extension,"Fertile/Agricultural (Grasslands, Food Bearing, Pasture)",Large (5M-15M),low-income,Mid-land,Moderate,Mild,High Poverty,Medium Density
2007,2012,0.0,0.0,1.7002481439817703,2.41647755023321,3.5741864161306065,2.41647755023321,0.0,2.41647755023321,0.0,0.0,0.0,3.5741864161306065,8.636941234928106,0.0,0.0,4.108611469757631,0.0,0.0,0.0,0.0,0.0,22.827873769327006,Asia,Eastern Asia,MRT,New,Clay Dominant,Metropolis (>15M),low-income,Mid-land,Low,Mild,High Poverty,Low Density
2013,2019,0.0,0.0,1.8382964414721545,2.1799784533384807,2.8229922786213404,0.0,0.0,2.1799784533384807,0.0,0.0,2.8229922786213404,0.0,6.154062341335423,0.0,0.0,4.0074466332581,0.0,0.0,0.0,0.0,0.0,21.500941957102512,Asia,Western Asia,Light Rail,New,"Saline/Arid (Desert Soils, High Salt Content)",Medium (1M-5M),high-income,Coastal,Low,Hot,High Poverty,Medium Density
2016,2023,0.844369579964118,0.0,1.956868022416948,2.373947435378916,3.9280179522512544,2.373947435378916,0.844369579964118,2.373947435378916,0.844369579964118,0.0,0.0,3.9280179522512544,9.324908143869205,3.3166988684339067,0.0,4.645501823191724,1.6523198301334125,0.0,0.0,0.0,0.0,21.896821091421725,Asia,Eastern Asia,MRT,New,"Fertile/Agricultural (Grasslands, Food Bearing, Pasture)",Medium (1M-5M),low-income,High-land,Low,Cold,High Poverty,Medium Density
2015,2018,1.0073287079875965,0.0,1.3310818112918161,0.0,4.137608705291035,0.0,0.0,0.0,1.0073287079875965,4.137608705291035,0.0,0.0,0.0,4.16793203125905,0.0,0.0,1.340836921194375,0.0,0.0,0.0,0.0,11.42737055362356,Asia,Western Asia,Streetcar,New,"Cold Climates (Permafrost, Rock Outcrops)",Medium (1M-5M),middle-income,Coastal,Moderate,Mild,Moderate Poverty,Medium Density
2017,2021,0.0,0.7599734500141829,1.535341668488013,0.7920462965972984,3.3037960867119844,0.7920462965972984,0.0,0.7920462965972984,0.0,0.0,0.0,3.3037960867119844,2.616759455192874,0.0,2.5107973101618635,1.2160616825374477,0.0,1.166818904751367,0.7920462965972984,0.0,0.7599734500141829,16.62514439633625,Asia,Eastern Asia,MRT,Extension,River Valleys/Deltas (River Sediments),Medium (1M-5M),low-income,Mid-land,Moderate,Mild,High Poverty,Medium Density
2038,2041,0.9773669643448296,0.6177264252599661,1.3310818112918161,0.0,2.8229922786213404,0.0,0.0,0.0,0.0,0.0,2.8229922786213404,0.0,0.0,2.759099393725033,1.7438369288092468,0.0,1.3009553891968997,0.8222444090178543,0.0,0.0,0.0,16.873672528407397,Americas,Northern America,Light Rail,New,"Fertile/Agricultural (Grasslands, Food Bearing, Pasture)",Small (<1M),high-income,Mid-land,Moderate,Mild,Low Poverty,Medium Density
2006,2008,1.0585163810913611,0.0,1.0637428820827777,0.0,4.9827722148612565,0.0,0.0,0.0,0.0,4.9827722148612565,0.0,0.0,0.0,5.2743460126775235,0.0,0.0,1.1259892659539563,0.0,0.0,0.0,0.0,14.390995735805948,Europe,Northern Europe,Streetcar,New,"Fertile/Agricultural (Grasslands, Food Bearing, Pasture)",Small (<1M),high-income,Mid-land,Moderate,Cold,Low Poverty,Medium Density
2005,2008,0.0,0.0,1.3310818112918161,1.543497496628781,1.9300776947834186,1.543497496628781,0.0,1.543497496628781,0.0,0.0,0.0,1.9300776947834186,2.979070090197255,0.0,0.0,2.0545214435370216,0.0,0.0,0.0,0.0,0.0,15.425818252128677,Asia,Eastern Asia,MRT,New,Clay Dominant,Metropolis (>15M),low-income,Mid-land,Low,Mild,High Poverty,Low Density
2020,2023,0.0,0.0,1.3310818112918161,2.2737322907683346,3.1551606056620636,2.2737322907683346,0.0,2.2737322907683346,0.0,0.0,0.0,3.1551606056620636,7.1739905516540095,0.0,0.0,3.026523695988605,0.0,0.0,0.0,0.0,0.0,19.613203267565886,Asia,Eastern Asia,MRT,New,River Valleys/Deltas (River Sediments),Large (5M-15M),low-income,Coastal,Moderate,Mild,High Poverty,Medium Density
1995,1999,0.0,0.0,1.535341668488013,2.4083612274175397,3.443055011582886,2.4083612274175397,0.0,2.4083612274175397,0.0,0.0,0.0,3.443055011582886,8.292120193761871,0.0,0.0,3.6976573452250845,0.0,0.0,0.0,0.0,0.0,25.306093690369377,Asia,Eastern Asia,MRT,New,River Valleys/Deltas (River Sediments),Large (5M-15M),low-income,Coastal,Moderate,Mild,High Poverty,Low Density
2016,2024,0.0,0.353732733759948,2.060682505183506,1.6978092832203278,2.4270916887182574,1.6978092832203278,0.0,0.0,0.0,0.0,0.0,2.4270916887182574,4.120738800332759,0.0,0.858541778136358,3.498645887070278,0.0,0.7289308559698598,0.0,0.0,0.0,17.234380802540574,Europe,Western Europe,MRT,New,Clay Dominant,Large (5M-15M),high-income,Mid-land,Moderate,Cold,Low Poverty,Medium Density
2019,2025,0.0,0.0,1.8382964414721545,2.2772544361105456,3.9280179522512544,2.2772544361105456,0.0,2.2772544361105456,0.0,0.0,0.0,3.9280179522512544,8.94509630688603,0.0,0.0,4.186268726228694,0.0,0.0,0.0,0.0,0.0,18.107707544590195,Asia,Eastern Asia,MRT,New,Clay Dominant,Metropolis (>15M),middle-income,Mid-land,Moderate,Mild,Low Poverty,Medium Density
2018,2023,0.0,0.0,1.7002481439817703,3.0337755581926658,5.053986169480148,3.0337755581926658,0.0,3.0337755581926658,0.0,0.0,0.0,5.053986169480148,15.33265971241265,0.0,0.0,5.158171262074339,0.0,0.0,0.0,0.0,0.0,25.48182827320177,Asia,Eastern Asia,MRT,New,Clay Dominant,Medium (1M-5M),low-income,High-land,Moderate,Mild,High Poverty,Low Density
2008,2013,0.9448210330624489,0.4605443088061996,1.7002481439817703,0.0,1.9300776947834186,0.0,0.0,0.0,0.0,0.0,1.9300776947834186,0.0,0.0,1.8235780014760596,0.8888862978862926,0.0,1.6064302078593675,0.7830396062691082,0.0,0.9448210330624489,0.4605443088061996,12.159012224823554,Americas,Northern America,Light Rail,Extension,"Fertile/Agricultural (Grasslands, Food Bearing, Pasture)",Medium (1M-5M),high-income,High-land,Low,Cold,Low Poverty,Medium Density
2012,2015,1.0316721672230926,0.0,1.3310818112918161,0.0,4.9827722148612565,0.0,0.0,0.0,0.0,4.9827722148612565,0.0,0.0,0.0,5.140587409684922,0.0,0.0,1.3732400570066676,0.0,0.0,0.0,0.0,14.937702171969088,Europe,Northern Europe,Streetcar,New,Clay Dominant,Small (<1M),high-income,Mid-land,Moderate,Cold,Low Poverty,Medium Density
2016,2021,0.0,0.7653686052574217,1.7002481439817703,2.569451894103061,4.909614595201947,2.569451894103061,0.0,2.569451894103061,0.0,0.0,0.0,4.909614595201947,12.615018520957674,0.0,3.7576648750811947,4.368705813999173,0.0,1.3013165505508473,2.569451894103061,0.0,0.7653686052574217,27.583566160260848,Asia,Eastern Asia,MRT,Extension,Clay Dominant,Metropolis (>15M),low-income,Mid-land,Low,Mild,High Poverty,Medium Density
2007,2011,0.5862865909860469,0.0,1.535341668488013,0.0,0.7486075368554612,0.0,0.5862865909860469,0.0,0.0,0.0,0.0,0.7486075368554612,0.0,0.4388985607694498,0.0,0.0,0.9001502328166664,0.0,0.0,0.5862865909860469,0.0,8.196844706835755,Europe,Western Europe,MRT,Extension,Clay Dominant,Large (5M-15M),high-income,Mid-land,Moderate,Cold,Low Poverty,Medium Density
1993,1999,0.0,0.0,1.8382964414721545,1.568329859497696,1.2422673848867312,1.568329859497696,0.0,0.0,0.0,0.0,0.0,1.2422673848867312,1.9482850331979773,0.0,0.0,2.8830551997691387,0.0,0.0,1.568329859497696,0.0,0.0,15.331435155158992,Americas,Northern America,MRT,Extension,Clay Dominant,Medium (1M-5M),high-income,Mid-land,Moderate,Mild,Low Poverty,Low Density
2024,2026,1.0757049024208198,0.0,1.0637428820827777,0.0,2.9955711744838838,0.0,0.0,0.0,0.0,0.0,2.9955711744838838,0.0,0.0,3.222350597942807,0.0,0.0,1.144273433171696,0.0,0.0,0.0,0.0,15.199667987444837,Americas,Northern America,Light Rail,New,Clay Dominant,Large (5M-15M),high-income,Mid-land,Moderate,Mild,Low Poverty,High Density
2007,2015,0.8902165821816653,0.0,2.060682505183506,0.0,3.1551606056620636,0.0,0.0,0.0,0.0,3.1551606056620636,0.0,0.0,0.0,2.8087762906067155,0.0,0.0,1.8344537367260125,0.0,0.0,0.0,0.0,8.640171303069266,Europe,Southern Europe,Streetcar,New,"Fertile/Agricultural (Grasslands, Food Bearing, Pasture)",Small (<1M),middle-income,Mid-land,Low,Mild,Low Poverty,Medium Density
2015,2018,0.8966708364958579,0.6960288392658855,1.3310818112918161,0.0,3.3037960867119844,0.0,0.8966708364958579,0.0,0.8966708364958579,0.0,0.0,3.3037960867119844,0.0,2.962417600683777,2.2995373554053176,0.0,1.1935422411754544,0.9264713280813753,0.0,0.0,0.0,19.820645449089703,Asia,Eastern Asia,MRT,New,"Fertile/Agricultural (Grasslands, Food Bearing, Pasture)",Large (5M-15M),high-income,Coastal,High,Mild,Low Poverty,High Density
2016,2019,0.932756058155417,0.0,1.3310818112918161,0.0,3.3037960867119844,0.0,0.0,0.0,0.0,3.3037960867119844,0.0,0.0,0.0,3.0816358147907628,0.0,0.0,1.241574623382927,0.0,0.0,0.932756058155417,0.0,11.660187991739262,Europe,Western Europe,Streetcar,Extension,Clay Dominant,Large (5M-15M),high-income,Mid-land,Moderate,Cold,Low Poverty,Medium Density
